,Open,High,Low,Close
0,481.45623779296875,486.3376159667969,472.68231201171875,480.57879638671875
1,485.56451416015625,484.0746154785156,474.48956298828125,479.6960754394531
2,478.6618957519531,481.6233215332031,473.421142578125,477.6238708496094
3,504.779052734375,508.2017517089844,496.6456298828125,503.12945556640625
4,478.370849609375,480.00830078125,467.1847229003906,472.4134826660156
5,511.52099609375,513.5029907226562,501.10406494140625,510.07818603515625
6,466.8299255371094,470.0126647949219,459.8724060058594,467.41705322265625
7,490.7501220703125,497.1406555175781,487.784423828125,492.80682373046875
8,528.0980834960938,534.1461181640625,524.4923706054688,529.715087890625
9,477.1250305175781,479.5442810058594,471.4795227050781,479.2353820800781
10,526.0200805664062,530.81396484375,520.2402954101562,525.9397583007812
11,506.5017395019531,510.65386962890625,500.2081604003906,504.95587158203125
12,503.5400390625,507.4825439453125,495.13671875,502.10821533203125
13,519.7391357421875,521.2867431640625,510.2816467285156,519.5752563476562
14,523.96435546875,525.8670654296875,519.3600463867188,526.2237548828125
15,500.9456787109375,506.000732421875,499.8321228027344,502.8148193359375
16,511.6609191894531,517.4701538085938,510.24603271484375,516.177978515625
17,504.90875244140625,508.4287414550781,501.1470642089844,506.8334655761719
18,534.3236083984375,538.9549560546875,529.4164428710938,535.9899291992188
19,507.91851806640625,512.1692504882812,503.62347412109375,509.4628601074219
20,527.326171875,532.4453125,524.7947998046875,529.4271240234375
21,511.1816101074219,514.9478759765625,506.9438171386719,512.210693359375
22,517.616943359375,520.8356323242188,513.9578247070312,519.669189453125
23,527.83203125,531.4835815429688,524.0816040039062,528.8013916015625
24,498.23651123046875,499.1854248046875,492.2503356933594,496.6457214355469
25,543.2510986328125,546.3450317382812,537.0908813476562,544.4949340820312
26,489.3154602050781,493.2599182128906,485.2604675292969,490.937255859375
27,513.52392578125,519.0416870117188,510.8853759765625,515.1178588867188
28,509.819580078125,514.3800048828125,505.4198303222656,510.8135986328125
29,544.6986694335938,548.0108642578125,537.160400390625,543.9651489257812
30,529.6578979492188,535.2532348632812,528.4706420898438,531.1776123046875
31,530.3770751953125,536.9749755859375,530.7504272460938,532.9658813476562
32,528.0484619140625,533.9558715820312,525.9490966796875,531.3449096679688
33,540.6912841796875,545.6737060546875,536.2859497070312,543.0404052734375
34,537.40234375,540.7696533203125,529.5282592773438,535.3418579101562
35,572.0953979492188,577.1650390625,565.2567138671875,570.6387329101562
36,523.705078125,526.8605346679688,521.28759765625,524.2111206054688
37,561.0291748046875,563.4535522460938,558.5419311523438,561.9934692382812
38,518.1428833007812,521.5093994140625,511.9428405761719,517.1998901367188
39,568.0228881835938,577.0100708007812,562.9706420898438,573.687744140625
40,531.2337646484375,537.6494750976562,528.4978637695312,533.952880859375
41,555.1259155273438,559.5975341796875,553.1101684570312,555.193359375
42,560.3988037109375,568.2633666992188,556.2026977539062,562.9390258789062
43,536.0612182617188,545.5408325195312,527.8800659179688,538.35302734375
44,568.2679443359375,575.7652587890625,565.491943359375,571.64111328125
45,551.4803466796875,553.0738525390625,550.6636352539062,551.5371704101562
46,552.7101440429688,552.9806518554688,550.4178466796875,551.581298828125
47,564.690185546875,566.9393310546875,559.2129516601562,562.9700317382812
48,537.4325561523438,544.4126586914062,532.8881225585938,539.9786987304688
49,581.9244995117188,589.1707763671875,577.1552124023438,583.7649536132812
50,539.8970947265625,547.80859375,537.1113891601562,545.47216796875
51,548.6730346679688,550.3648681640625,541.3745727539062,548.9994506835938
52,570.6030883789062,573.4457397460938,563.1986083984375,569.50830078125
53,566.3751220703125,572.44140625,564.9119873046875,567.5460815429688
54,541.1782836914062,545.021240234375,538.5650634765625,537.6055908203125
55,576.3709716796875,579.7947387695312,569.9347534179688,573.1502685546875
56,596.2348022460938,601.436279296875,590.055908203125,597.4740600585938
57,577.1360473632812,583.244384765625,575.238037109375,580.4033203125
58,586.0347290039062,588.7788696289062,582.2049560546875,584.2257080078125
59,568.5907592773438,571.5879516601562,564.0711669921875,567.5286865234375
60,567.198486328125,570.9429321289062,562.6305541992188,568.1403198242188
61,572.1041870117188,576.1364135742188,568.0390625,572.0964965820312
62,572.6800537109375,578.9107055664062,567.2752685546875,572.7789306640625
63,571.62353515625,573.8084716796875,564.6946411132812,569.45947265625
64,559.5293579101562,559.4354248046875,554.1768798828125,557.1140747070312
65,576.4434814453125,578.575927734375,574.1535034179688,576.5567016601562
66,576.2900390625,580.2434692382812,573.1195068359375,577.4697265625
67,558.3594970703125,561.3359375,553.47607421875,557.4086303710938
68,588.6375122070312,591.9869384765625,584.1697998046875,586.2130737304688
69,539.323486328125,542.7921142578125,535.2415161132812,537.5052490234375
70,580.7997436523438,582.5184326171875,576.0816040039062,577.5097045898438
71,550.7371215820312,553.3486938476562,546.5275268554688,550.4647827148438
72,569.5237426757812,577.3145141601562,568.4701538085938,572.113525390625
73,580.23388671875,584.6011352539062,578.1123046875,581.6976318359375
74,574.2565307617188,574.3284301757812,568.9454956054688,571.73828125
75,576.7610473632812,580.1605224609375,572.3612060546875,574.5276489257812
76,587.0418701171875,591.4855346679688,581.73291015625,585.2239990234375
77,562.080322265625,566.2982788085938,558.2073974609375,562.9490966796875
78,550.6063842773438,552.0130004882812,546.7509155273438,550.1402587890625
79,553.760986328125,556.1055908203125,550.2841796875,552.758544921875
80,564.7243041992188,569.2927856445312,560.9602661132812,566.0641479492188
81,571.5442504882812,577.0714111328125,567.1397094726562,572.912109375
82,587.8466796875,590.7295532226562,584.0582275390625,587.6722412109375
83,555.0723266601562,557.2515258789062,550.8759765625,554.7638549804688
84,581.7792358398438,586.6972045898438,578.6022338867188,583.837158203125
85,567.333984375,570.3538208007812,562.816162109375,567.2952880859375
86,575.622314453125,576.8755493164062,570.2313232421875,572.3214721679688
87,572.485595703125,574.1963500976562,566.9258422851562,568.8015747070312
88,596.640380859375,601.5128784179688,592.7877807617188,597.0684814453125
89,569.6304931640625,574.8078002929688,566.6304931640625,572.2769165039062
90,578.5017700195312,583.9008178710938,573.5088500976562,579.9163208007812
91,587.6448364257812,593.23486328125,579.7290649414062,587.4328002929688
92,593.5150756835938,596.0515747070312,587.8463745117188,592.5503540039062
93,608.9652709960938,610.2809448242188,605.4656982421875,608.9059448242188
94,592.9912109375,595.1015014648438,590.2949829101562,593.4043579101562
95,582.701171875,586.3748168945312,580.864990234375,583.7978515625
96,581.4630126953125,584.469482421875,576.87158203125,581.2059326171875
97,646.57177734375,648.80615234375,638.2696533203125,643.2393188476562
98,582.5897827148438,585.8710327148438,578.032470703125,580.0694580078125
99,592.06982421875,596.0814208984375,590.0732421875,593.9110717773438
100,629.0118408203125,631.9005126953125,626.0074462890625,630.588623046875
101,608.523193359375,610.5092163085938,602.5807495117188,608.1463012695312
102,615.2632446289062,617.7621459960938,609.3279418945312,612.802734375
103,609.8145141601562,615.1788330078125,606.2301635742188,609.734619140625
104,602.4959106445312,604.770263671875,597.3616333007812,603.4235229492188
105,592.2493896484375,596.669921875,587.4962768554688,594.6021728515625
106,635.114501953125,640.7874145507812,630.8323974609375,635.2024536132812
107,580.5659790039062,582.8851318359375,575.8673095703125,577.3124389648438
108,614.5612182617188,612.5938110351562,606.8824462890625,609.15185546875
109,612.0557861328125,614.9547119140625,606.4994506835938,610.1928100585938
110,610.4251708984375,615.3646240234375,607.062744140625,612.0682373046875
111,611.803466796875,614.4429321289062,607.9671630859375,611.1292724609375
112,592.7661743164062,594.27783203125,588.5143432617188,590.9281005859375
113,595.777587890625,597.3734741210938,590.859619140625,593.3186645507812
114,608.8671264648438,611.264892578125,602.932861328125,606.8642578125
115,643.7478637695312,644.6204223632812,637.9075317382812,643.114501953125
116,587.336181640625,587.2128295898438,581.7504272460938,587.0177001953125
117,613.7415161132812,615.5777587890625,608.8439331054688,613.1058959960938
118,595.6798095703125,598.3777465820312,591.953369140625,595.8327026367188
119,635.9959716796875,640.3704833984375,632.6199340820312,637.2745971679688
120,603.9756469726562,609.2113647460938,601.2203369140625,606.0012817382812
121,591.0560302734375,595.6248168945312,587.6011352539062,591.68603515625
122,623.632568359375,628.3283081054688,621.6091918945312,624.5784912109375
123,640.1809692382812,642.8607788085938,635.8755493164062,640.135498046875
124,642.05908203125,648.18359375,636.8236083984375,645.3094482421875
125,608.0637817382812,617.216064453125,606.513671875,614.130615234375
126,621.761474609375,625.8406372070312,616.0459594726562,620.1985473632812
127,637.5047607421875,637.1937866210938,628.5592041015625,629.6983032226562
128,608.8887939453125,609.5113525390625,602.1121826171875,605.4923706054688
129,618.7257690429688,624.362548828125,615.975830078125,622.1661987304688
130,639.6878662109375,646.23388671875,636.665283203125,645.1572875976562
131,637.2157592773438,644.4185791015625,633.4601440429688,641.9847412109375
132,637.3381958007812,641.3561401367188,631.9476928710938,634.8876953125
133,637.3538208007812,638.466552734375,630.5106811523438,635.99755859375
134,614.4275512695312,617.0272827148438,608.1799926757812,614.577880859375
135,632.3141479492188,637.587890625,628.990234375,634.5667724609375
136,619.9446411132812,624.713134765625,617.2954711914062,619.4365844726562
137,659.7514038085938,664.0652465820312,656.490234375,657.0960693359375
138,632.2760620117188,636.99755859375,628.6851806640625,632.4559326171875
139,620.911376953125,626.5147705078125,616.8709106445312,621.6307373046875
140,629.7083129882812,636.3906860351562,624.6902465820312,630.0767211914062
141,643.15234375,647.31640625,637.0357666015625,641.9818725585938
142,636.5997314453125,638.253662109375,630.756103515625,634.9085693359375
143,645.495849609375,647.5777587890625,640.8120727539062,644.0119018554688
144,615.9065551757812,620.6401977539062,613.2903442382812,615.2249755859375
145,613.9031372070312,619.5484008789062,610.5426025390625,613.4267578125
146,642.6268310546875,647.4443359375,637.5982666015625,640.8621215820312
147,630.5671997070312,633.1622924804688,625.0450439453125,627.1234130859375
148,650.638671875,651.638671875,645.9741821289062,647.653564453125
149,626.2740478515625,627.2050170898438,620.7975463867188,623.195068359375
150,635.3139038085938,636.00244140625,626.9287109375,629.8927001953125
151,615.2518920898438,616.8511352539062,605.6376953125,610.2894287109375
152,615.25732421875,617.4349365234375,604.7589111328125,610.1228637695312
153,619.9434204101562,624.677734375,612.8610229492188,617.8287353515625
154,592.7423095703125,595.2554931640625,584.2723388671875,588.8001708984375
155,645.979248046875,647.6497802734375,638.1183471679688,643.4197387695312
156,595.9688720703125,597.0795288085938,589.9007568359375,594.1410522460938
157,619.4637451171875,621.261474609375,614.47412109375,618.0665283203125
158,615.4987182617188,617.745361328125,608.3148803710938,612.7307739257812
159,612.2857055664062,615.4943237304688,603.8080444335938,608.3265991210938
160,615.7029418945312,619.705322265625,605.19189453125,608.9736328125
161,596.0804443359375,600.9575805664062,584.776123046875,589.5546875
162,595.3785400390625,599.2974853515625,587.9678344726562,592.8505859375
163,622.12646484375,624.7721557617188,616.2664184570312,619.9894409179688
164,638.319580078125,640.9781494140625,631.9725952148438,635.5193481445312
165,597.3133544921875,600.389892578125,591.2677001953125,595.3716430664062
166,601.249755859375,603.6665649414062,595.9041748046875,599.9659423828125
167,615.8839721679688,618.6512451171875,611.2511596679688,615.3443603515625
168,599.7656860351562,606.7486572265625,595.2079467773438,602.0518798828125
169,634.609619140625,641.65478515625,629.2574462890625,635.8427124023438
170,599.6600341796875,601.65869140625,592.6504516601562,598.418212890625
171,616.960693359375,617.5835571289062,609.86865234375,617.2655639648438
172,625.87646484375,628.60009765625,620.28662109375,626.603271484375
173,595.4415893554688,603.2487182617188,590.4398193359375,594.9954833984375
174,615.2069702148438,622.3799438476562,609.22265625,615.9332275390625
175,600.12939453125,603.6285400390625,592.0082397460938,602.2227783203125
176,592.9521484375,594.5152587890625,583.5874633789062,592.533447265625
177,598.6732177734375,602.088623046875,590.2233276367188,597.6116333007812
178,577.9830322265625,582.3496704101562,570.7572631835938,576.1529541015625
179,582.6509399414062,586.522705078125,574.2615356445312,581.2830810546875
180,555.3925170898438,556.0795288085938,545.348388671875,553.36376953125
181,571.7665405273438,575.9415893554688,564.5367431640625,571.51025390625
182,585.0135498046875,589.327880859375,577.8074951171875,582.7171630859375
183,581.5389404296875,583.1104125976562,572.638671875,575.9803466796875
184,576.8302612304688,577.2312622070312,566.6903686523438,569.672607421875
185,594.919677734375,596.7269897460938,583.4081420898438,589.34912109375
186,582.881591796875,590.7650756835938,575.6019287109375,581.784912109375
187,587.5530395507812,593.6439208984375,579.5634155273438,584.6956176757812
188,566.469970703125,570.8238525390625,556.2024536132812,559.6655883789062
189,601.556884765625,604.2494506835938,590.4046020507812,593.0177001953125
190,575.2793579101562,576.0849609375,567.250732421875,570.7364501953125
191,566.7993774414062,571.28271484375,559.8343505859375,565.2640991210938
192,583.0734252929688,588.3733520507812,574.8423461914062,579.4556884765625
193,594.9292602539062,599.1898803710938,586.1204223632812,590.2900390625
194,575.3284912109375,578.0926513671875,567.399658203125,571.2305908203125
195,580.7197875976562,582.8909301757812,572.850830078125,575.3222045898438
196,587.5299682617188,590.76611328125,581.8162841796875,585.0990600585938
197,543.9306640625,547.919189453125,540.2505493164062,544.395751953125
198,602.3135375976562,604.77587890625,596.0164794921875,601.1871948242188
199,553.9297485351562,556.591552734375,549.1333618164062,552.0060424804688
200,581.641357421875,584.7832641601562,577.869873046875,578.9085693359375
201,586.8685302734375,590.1699829101562,580.0681762695312,585.2155151367188
202,565.1110229492188,567.2967529296875,558.6920166015625,564.09619140625
203,563.7811889648438,566.40625,558.035888671875,564.4745483398438
204,597.0589599609375,601.2033081054688,592.6064453125,599.3403930664062
205,590.793212890625,597.795166015625,589.2694702148438,593.3689575195312
206,585.0182495117188,589.6845703125,579.4926147460938,583.479736328125
207,568.1246337890625,571.7166748046875,561.402099609375,566.277099609375
208,587.6737060546875,591.9813232421875,583.9833374023438,587.2819213867188
209,584.7002563476562,587.6170654296875,581.2415161132812,582.6634521484375
210,595.0787963867188,597.5965576171875,590.2905883789062,593.0680541992188
211,577.9634399414062,580.1277465820312,572.5321044921875,576.4515991210938
212,597.8465576171875,599.8663940429688,592.2550048828125,596.6795043945312
213,602.4712524414062,605.8916015625,598.4351196289062,603.1893920898438
214,591.3548583984375,596.8173828125,589.9970703125,592.6879272460938
215,588.40185546875,593.1265869140625,587.1431274414062,589.0376586914062
216,595.4024047851562,598.7863159179688,593.025146484375,595.1026611328125
217,624.1416015625,624.950439453125,617.1785888671875,620.5895385742188
218,600.3707275390625,603.8334350585938,594.5391235351562,598.4238891601562
219,594.6339111328125,600.3088989257812,590.9244995117188,593.85205078125
220,618.9417114257812,624.212890625,616.1241455078125,618.4589233398438
221,615.1703491210938,619.8995971679688,612.7850341796875,614.8630981445312
222,620.6962890625,624.637451171875,616.24169921875,619.0619506835938
223,635.1600952148438,638.9429321289062,630.7706298828125,633.1034545898438
224,625.6080322265625,628.416015625,622.4019775390625,623.0816650390625
225,591.035888671875,593.3790283203125,587.9974975585938,588.7821655273438
226,635.283447265625,639.3861694335938,631.2206420898438,635.69091796875
227,651.6424560546875,656.2098388671875,647.4511108398438,651.5258178710938
228,629.8824462890625,634.9223022460938,626.5734252929688,632.4071655273438
229,659.6160888671875,663.8920288085938,656.4375,662.0616455078125
230,621.984619140625,623.9906616210938,618.9971313476562,620.6089477539062
231,610.0123901367188,615.7941284179688,607.1941528320312,612.575439453125
232,627.6383666992188,632.47998046875,623.136474609375,628.8526611328125
233,656.1778564453125,658.4807739257812,650.2074584960938,653.5945434570312
234,655.453125,659.6077270507812,651.6141967773438,655.5380249023438
235,627.4447631835938,631.4308471679688,625.751220703125,629.310791015625
236,615.8649291992188,619.2946166992188,613.8087768554688,618.5895385742188
237,643.1785888671875,650.6600952148438,642.0650634765625,647.6270751953125
238,662.3313598632812,668.9592895507812,657.3829345703125,664.3540649414062
239,653.36376953125,659.365478515625,643.400390625,651.3992309570312
240,710.2445068359375,715.5164794921875,697.2763671875,707.7285766601562
241,687.590087890625,691.9165649414062,680.804443359375,686.8701782226562
242,697.6589965820312,701.578857421875,692.781494140625,696.329345703125
243,702.9290771484375,706.2608642578125,696.9450073242188,701.0726928710938
244,706.7261962890625,713.0132446289062,701.8644409179688,708.4801025390625
245,667.1431884765625,673.2982788085938,662.312255859375,669.0133056640625
246,659.8670043945312,667.5668334960938,652.7866821289062,659.6695556640625
247,718.3681640625,727.32421875,712.1752319335938,718.2559814453125
248,637.3490600585938,641.8065795898438,630.9216918945312,634.7344360351562
249,697.1261596679688,700.165283203125,689.66162109375,692.9924926757812
